p,T,F,R,h,s,u,v
8.10000e+06,8.75000e+02,8.00000e-01,2.96398e+02,9.56036e+05,6.82604e+03,6.96687e+05,3.20183e-02 
8.10000e+06,8.75000e+02,9.00000e-01,2.96436e+02,9.61645e+05,6.86849e+03,7.02263e+05,3.20224e-02 
8.10000e+06,8.75000e+02,1.00000e+00,2.96473e+02,9.67183e+05,6.88066e+03,7.07769e+05,3.20264e-02 
8.10000e+06,8.75000e+02,1.10000e+00,2.96509e+02,9.72652e+05,6.86376e+03,7.13206e+05,3.20303e-02 
8.10000e+06,8.75000e+02,1.20000e+00,2.96545e+02,9.78053e+05,6.81896e+03,7.18576e+05,3.20342e-02 
8.10000e+06,9.75000e+02,0.00000e+00,2.95681e+02,1.02156e+06,5.35908e+03,7.33276e+05,3.55912e-02 
8.10000e+06,9.75000e+02,1.00000e-01,2.95758e+02,1.02911e+06,5.69518e+03,7.40749e+05,3.56005e-02 
8.10000e+06,9.75000e+02,2.00000e-01,2.95834e+02,1.03656e+06,5.98930e+03,7.48125e+05,3.56096e-02 
8.10000e+06,9.75000e+02,3.00000e-01,2.95908e+02,1.04391e+06,6.24312e+03,7.55404e+05,3.56185e-02 
8.10000e+06,9.75000e+02,4.00000e-01,2.95981e+02,1.05117e+06,6.45827e+03,7.62589e+05,3.56273e-02 
8.10000e+06,9.75000e+02,5.00000e-01,2.96052e+02,1.05833e+06,6.63629e+03,7.69681e+05,3.56359e-02 
8.10000e+06,9.75000e+02,6.00000e-01,2.96123e+02,1.06540e+06,6.77865e+03,7.76683e+05,3.56444e-02 
8.10000e+06,9.75000e+02,7.00000e-01,2.96192e+02,1.07238e+06,6.88679e+03,7.83595e+05,3.56528e-02 
8.10000e+06,9.75000e+02,8.00000e-01,2.96260e+02,1.07927e+06,6.96207e+03,7.90421e+05,3.56610e-02 
8.10000e+06,9.75000e+02,9.00000e-01,2.96327e+02,1.08608e+06,7.00580e+03,7.97160e+05,3.56690e-02 
8.10000e+06,9.75000e+02,1.00000e+00,2.96393e+02,1.09280e+06,7.01924e+03,8.03816e+05,3.56770e-02 
8.10000e+06,9.75000e+02,1.10000e+00,2.96458e+02,1.09944e+06,7.00360e+03,8.10388e+05,3.56848e-02 
8.10000e+06,9.75000e+02,1.20000e+00,2.96522e+02,1.10599e+06,6.96003e+03,8.16880e+05,3.56925e-02 
8.10000e+06,1.07500e+03,0.00000e+00,2.95283e+02,1.13648e+06,5.47542e+03,8.19050e+05,3.91887e-02 
8.10000e+06,1.07500e+03,1.00000e-01,2.95379e+02,1.14541e+06,5.81286e+03,8.27874e+05,3.92016e-02 
8.10000e+06,1.07500e+03,2.00000e-01,2.95475e+02,1.15422e+06,6.10830e+03,8.36583e+05,3.92142e-02 
8.10000e+06,1.07500e+03,3.00000e-01,2.95569e+02,1.16291e+06,6.36344e+03,8.45178e+05,3.92267e-02 
8.10000e+06,1.07500e+03,4.00000e-01,2.95661e+02,1.17150e+06,6.57988e+03,8.53662e+05,3.92390e-02 
8.10000e+06,1.07500e+03,5.00000e-01,2.95752e+02,1.17997e+06,6.75917e+03,8.62037e+05,3.92510e-02 
8.10000e+06,1.07500e+03,6.00000e-01,2.95842e+02,1.18833e+06,6.90280e+03,8.70305e+05,3.92629e-02 
8.10000e+06,1.07500e+03,7.00000e-01,2.95930e+02,1.19659e+06,7.01218e+03,8.78468e+05,3.92747e-02 
8.10000e+06,1.07500e+03,8.00000e-01,2.96017e+02,1.20475e+06,7.08869e+03,8.86529e+05,3.92862e-02 
8.10000e+06,1.07500e+03,9.00000e-01,2.96103e+02,1.21280e+06,7.13364e+03,8.94488e+05,3.92976e-02 
8.10000e+06,1.07500e+03,1.00000e+00,2.96187e+02,1.22075e+06,7.14828e+03,9.02348e+05,3.93088e-02 
8.10000e+06,1.07500e+03,1.10000e+00,2.96270e+02,1.22860e+06,7.13382e+03,9.10111e+05,3.93198e-02 
8.10000e+06,1.07500e+03,1.20000e+00,2.96352e+02,1.23636e+06,7.09142e+03,9.17779e+05,3.93307e-02 
8.10000e+06,1.17500e+03,0.00000e+00,2.94890e+02,1.25313e+06,5.58516e+03,9.06631e+05,4.27772e-02 
8.10000e+06,1.17500e+03,1.00000e-01,2.95000e+02,1.26349e+06,5.92388e+03,9.16864e+05,4.27932e-02 
8.10000e+06,1.17500e+03,2.00000e-01,2.95108e+02,1.27372e+06,6.22059e+03,9.26963e+05,4.28089e-02 
8.10000e+06,1.17500e+03,3.00000e-01,2.95215e+02,1.28381e+06,6.47697e+03,9.36931e+05,4.28244e-02 
8.10000e+06,1.17500e+03,4.00000e-01,2.95320e+02,1.29377e+06,6.69464e+03,9.46770e+05,4.28396e-02 
8.10000e+06,1.17500e+03,5.00000e-01,2.95424e+02,1.30361e+06,6.87515e+03,9.56483e+05,4.28547e-02 
8.10000e+06,1.17500e+03,6.00000e-01,2.95526e+02,1.31332e+06,7.01997e+03,9.66073e+05,4.28695e-02 
8.10000e+06,1.17500e+03,7.00000e-01,2.95627e+02,1.32290e+06,7.13054e+03,9.75540e+05,4.28841e-02 
8.10000e+06,1.17500e+03,8.00000e-01,2.95726e+02,1.33237e+06,7.20822e+03,9.84889e+05,4.28985e-02 
8.10000e+06,1.17500e+03,9.00000e-01,2.95824e+02,1.34171e+06,7.25432e+03,9.94120e+05,4.29127e-02 
8.10000e+06,1.17500e+03,1.00000e+00,2.95921e+02,1.35094e+06,7.27010e+03,1.00324e+06,4.29268e-02 
8.10000e+06,1.17500e+03,1.10000e+00,2.96016e+02,1.36006e+06,7.25677e+03,1.01224e+06,4.29406e-02 
8.10000e+06,1.17500e+03,1.20000e+00,2.96110e+02,1.36906e+06,7.21549e+03,1.02113e+06,4.29542e-02 
8.10000e+06,1.27500e+03,0.00000e+00,2.94515e+02,1.37140e+06,5.69016e+03,9.95891e+05,4.63588e-02 
8.10000e+06,1.27500e+03,1.00000e-01,2.94633e+02,1.38324e+06,6.03010e+03,1.00759e+06,4.63775e-02 
8.10000e+06,1.27500e+03,2.00000e-01,2.94750e+02,1.39494e+06,6.32802e+03,1.01913e+06,4.63959e-02 
8.10000e+06,1.27500e+03,3.00000e-01,2.94866e+02,1.40648e+06,6.58559e+03,1.03052e+06,4.64140e-02 
8.10000e+06,1.27500e+03,4.00000e-01,2.94979e+02,1.41787e+06,6.80444e+03,1.04177e+06,4.64319e-02 
8.10000e+06,1.27500e+03,5.00000e-01,2.95091e+02,1.42912e+06,6.98611e+03,1.05287e+06,4.64496e-02 
8.10000e+06,1.27500e+03,6.00000e-01,2.95202e+02,1.44022e+06,7.13208e+03,1.06383e+06,4.64670e-02 
8.10000e+06,1.27500e+03,7.00000e-01,2.95311e+02,1.45118e+06,7.24378e+03,1.07466e+06,4.64841e-02 
8.10000e+06,1.27500e+03,8.00000e-01,2.95419e+02,1.46200e+06,7.32257e+03,1.08534e+06,4.65011e-02 
8.10000e+06,1.27500e+03,9.00000e-01,2.95525e+02,1.47269e+06,7.36978e+03,1.09590e+06,4.65178e-02 
8.10000e+06,1.27500e+03,1.00000e+00,2.95629e+02,1.48324e+06,7.38664e+03,1.10632e+06,4.65342e-02 
8.10000e+06,1.27500e+03,1.10000e+00,2.95733e+02,1.49367e+06,7.37439e+03,1.11661e+06,4.65505e-02 
8.10000e+06,1.27500e+03,1.20000e+00,2.95835e+02,1.50397e+06,7.33417e+03,1.12678e+06,4.65666e-02 
8.10000e+06,1.37500e+03,0.00000e+00,2.94163e+02,1.49115e+06,5.79208e+03,1.08668e+06,4.99350e-02 
8.10000e+06,1.37500e+03,1.00000e-01,2.94287e+02,1.50454e+06,6.13319e+03,1.09989e+06,4.99561e-02 
8.10000e+06,1.37500e+03,2.00000e-01,2.94410e+02,1.51774e+06,6.43227e+03,1.11293e+06,4.99769e-02 
8.10000e+06,1.37500e+03,3.00000e-01,2.94530e+02,1.53078e+06,6.69098e+03,1.12580e+06,4.99975e-02 
8.10000e+06,1.37500e+03,4.00000e-01,2.94650e+02,1.54364e+06,6.91095e+03,1.13850e+06,5.00177e-02 
8.10000e+06,1.37500e+03,5.00000e-01,2.94767e+02,1.55635e+06,7.09373e+03,1.15104e+06,5.00377e-02 
8.10000e+06,1.37500e+03,6.00000e-01,2.94883e+02,1.56889e+06,7.24080e+03,1.16342e+06,5.00574e-02 
8.10000e+06,1.37500e+03,7.00000e-01,2.94998e+02,1.58127e+06,7.35358e+03,1.17564e+06,5.00768e-02 
8.10000e+06,1.37500e+03,8.00000e-01,2.95111e+02,1.59349e+06,7.43345e+03,1.18771e+06,5.00960e-02 
8.10000e+06,1.37500e+03,9.00000e-01,2.95222e+02,1.60556e+06,7.48171e+03,1.19963e+06,5.01149e-02 
8.10000e+06,1.37500e+03,1.00000e+00,2.95332e+02,1.61749e+06,7.49962e+03,1.21140e+06,5.01336e-02 
8.10000e+06,1.37500e+03,1.10000e+00,2.95441e+02,1.62926e+06,7.48839e+03,1.22303e+06,5.01520e-02 
8.10000e+06,1.37500e+03,1.20000e+00,2.95548e+02,1.64089e+06,7.44919e+03,1.23451e+06,5.01702e-02 
8.10000e+06,1.47500e+03,0.00000e+00,2.93835e+02,1.61224e+06,5.89247e+03,1.17884e+06,5.35070e-02 
8.10000e+06,1.47500e+03,1.00000e-01,2.93963e+02,1.62720e+06,6.23470e+03,1.19361e+06,5.35303e-02 
8.10000e+06,1.47500e+03,2.00000e-01,2.94089e+02,1.64197e+06,6.53488e+03,1.20819e+06,5.35533e-02 
8.10000e+06,1.47500e+03,3.00000e-01,2.94214e+02,1.65654e+06,6.79469e+03,1.22258e+06,5.35759e-02 
8.10000e+06,1.47500e+03,4.00000e-01,2.94336e+02,1.67093e+06,7.01575e+03,1.23678e+06,5.35983e-02 
8.10000e+06,1.47500e+03,5.00000e-01,2.94458e+02,1.68513e+06,7.19959e+03,1.25080e+06,5.36204e-02 
8.10000e+06,1.47500e+03,6.00000e-01,2.94577e+02,1.69915e+06,7.34771e+03,1.26465e+06,5.36422e-02 
8.10000e+06,1.47500e+03,7.00000e-01,2.94695e+02,1.71299e+06,7.46153e+03,1.27832e+06,5.36636e-02 
8.10000e+06,1.47500e+03,8.00000e-01,2.94812e+02,1.72666e+06,7.54243e+03,1.29181e+06,5.36848e-02 
8.10000e+06,1.47500e+03,9.00000e-01,2.94927e+02,1.74016e+06,7.59170e+03,1.30514e+06,5.37058e-02 
8.10000e+06,1.47500e+03,1.00000e+00,2.95040e+02,1.75349e+06,7.61061e+03,1.31831e+06,5.37264e-02 
8.10000e+06,1.47500e+03,1.10000e+00,2.95152e+02,1.76666e+06,7.60038e+03,1.33131e+06,5.37468e-02 
8.10000e+06,1.47500e+03,1.20000e+00,2.95263e+02,1.77966e+06,7.56215e+03,1.34415e+06,5.37670e-02 
8.10000e+06,1.57500e+03,0.00000e+00,2.93531e+02,1.73450e+06,5.99284e+03,1.27219e+06,5.70755e-02 
8.10000e+06,1.57500e+03,1.00000e-01,2.93661e+02,1.75108e+06,6.33615e+03,1.28857e+06,5.71008e-02 
8.10000e+06,1.57500e+03,2.00000e-01,2.93790e+02,1.76745e+06,6.63740e+03,1.30473e+06,5.71258e-02 
8.10000e+06,1.57500e+03,3.00000e-01,2.93916e+02,1.78360e+06,6.89826e+03,1.32069e+06,5.71504e-02 
8.10000e+06,1.57500e+03,4.00000e-01,2.94042e+02,1.79955e+06,7.12035e+03,1.33644e+06,5.71747e-02 
8.10000e+06,1.57500e+03,5.00000e-01,2.94165e+02,1.81529e+06,7.30522e+03,1.35198e+06,5.71987e-02 
8.10000e+06,1.57500e+03,6.00000e-01,2.94287e+02,1.83083e+06,7.45435e+03,1.36733e+06,5.72224e-02 
8.10000e+06,1.57500e+03,7.00000e-01,2.94407e+02,1.84618e+06,7.56918e+03,1.38249e+06,5.72458e-02 
8.10000e+06,1.57500e+03,8.00000e-01,2.94525e+02,1.86133e+06,7.65106e+03,1.39745e+06,5.72688e-02 
8.10000e+06,1.57500e+03,9.00000e-01,2.94643e+02,1.87629e+06,7.70130e+03,1.41223e+06,5.72916e-02 
8.10000e+06,1.57500e+03,1.00000e+00,2.94758e+02,1.89107e+06,7.72118e+03,1.42682e+06,5.73141e-02 
8.10000e+06,1.57500e+03,1.10000e+00,2.94872e+02,1.90566e+06,7.71190e+03,1.44124e+06,5.73363e-02 
8.10000e+06,1.57500e+03,1.20000e+00,2.94985e+02,1.92008e+06,7.67461e+03,1.45548e+06,5.73582e-02 
8.10000e+06,1.67500e+03,0.00000e+00,2.93250e+02,1.85777e+06,6.09472e+03,1.36658e+06,6.06411e-02 
8.10000e+06,1.67500e+03,1.00000e-01,2.93381e+02,1.87602e+06,6.43908e+03,1.38460e+06,6.06683e-02 
8.10000e+06,1.67500e+03,2.00000e-01,2.93511e+02,1.89403e+06,6.74135e+03,1.40239e+06,6.06952e-02 
8.10000e+06,1.67500e+03,3.00000e-01,2.93639e+02,1.91180e+06,7.00322e+03,1.41995e+06,6.07216e-02 
8.10000e+06,1.67500e+03,4.00000e-01,2.93765e+02,1.92934e+06,7.22632e+03,1.43729e+06,6.07477e-02 
8.10000e+06,1.67500e+03,5.00000e-01,2.93890e+02,1.94666e+06,7.41217e+03,1.45440e+06,6.07735e-02 
8.10000e+06,1.67500e+03,6.00000e-01,2.94013e+02,1.96376e+06,7.56228e+03,1.47129e+06,6.07990e-02 
8.10000e+06,1.67500e+03,7.00000e-01,2.94134e+02,1.98065e+06,7.67807e+03,1.48797e+06,6.08241e-02 
8.10000e+06,1.67500e+03,8.00000e-01,2.94254e+02,1.99732e+06,7.76090e+03,1.50444e+06,6.08488e-02 
8.10000e+06,1.67500e+03,9.00000e-01,2.94372e+02,2.01378e+06,7.81209e+03,1.52071e+06,6.08733e-02 
8.10000e+06,1.67500e+03,1.00000e+00,2.94489e+02,2.03004e+06,7.83289e+03,1.53677e+06,6.08975e-02 
8.10000e+06,1.67500e+03,1.10000e+00,2.94604e+02,2.04610e+06,7.82452e+03,1.55264e+06,6.09213e-02 
8.10000e+06,1.67500e+03,1.20000e+00,2.94718e+02,2.06196e+06,7.78814e+03,1.56831e+06,6.09448e-02 
8.10000e+06,1.77500e+03,0.00000e+00,2.92989e+02,1.98190e+06,6.19972e+03,1.46185e+06,6.42044e-02 
8.10000e+06,1.77500e+03,1.00000e-01,2.93121e+02,2.00185e+06,6.54508e+03,1.48156e+06,6.42334e-02 
8.10000e+06,1.77500e+03,2.00000e-01,2.93252e+02,2.02154e+06,6.84834e+03,1.50101e+06,6.42619e-02 
8.10000e+06,1.77500e+03,3.00000e-01,2.93380e+02,2.04097e+06,7.11120e+03,1.52022e+06,6.42901e-02 
8.10000e+06,1.77500e+03,4.00000e-01,2.93507e+02,2.06015e+06,7.33525e+03,1.53917e+06,6.43179e-02 
8.10000e+06,1.77500e+03,5.00000e-01,2.93632e+02,2.07908e+06,7.52206e+03,1.55788e+06,6.43453e-02 
8.10000e+06,1.77500e+03,6.00000e-01,2.93756e+02,2.09777e+06,7.67311e+03,1.57636e+06,6.43724e-02 
8.10000e+06,1.77500e+03,7.00000e-01,2.93878e+02,2.11623e+06,7.78982e+03,1.59460e+06,6.43992e-02 
8.10000e+06,1.77500e+03,8.00000e-01,2.93998e+02,2.13446e+06,7.87357e+03,1.61261e+06,6.44255e-02 
8.10000e+06,1.77500e+03,9.00000e-01,2.94117e+02,2.15245e+06,7.92566e+03,1.63040e+06,6.44516e-02 
8.10000e+06,1.77500e+03,1.00000e+00,2.94234e+02,2.17023e+06,7.94736e+03,1.64796e+06,6.44773e-02 
8.10000e+06,1.77500e+03,1.10000e+00,2.94350e+02,2.18778e+06,7.93987e+03,1.66531e+06,6.45027e-02 
8.10000e+06,1.77500e+03,1.20000e+00,2.94465e+02,2.20512e+06,7.90437e+03,1.68245e+06,6.45277e-02 
8.10000e+06,1.87500e+03,0.00000e+00,2.92748e+02,2.10676e+06,6.30952e+03,1.55785e+06,6.77658e-02 
8.10000e+06,1.87500e+03,1.00000e-01,2.92880e+02,2.12844e+06,6.65585e+03,1.57929e+06,6.77964e-02 
8.10000e+06,1.87500e+03,2.00000e-01,2.93011e+02,2.14984e+06,6.96007e+03,1.60044e+06,6.78265e-02 
8.10000e+06,1.87500e+03,3.00000e-01,2.93139e+02,2.17096e+06,7.22386e+03,1.62132e+06,6.78563e-02 
8.10000e+06,1.87500e+03,4.00000e-01,2.93266e+02,2.19181e+06,7.44885e+03,1.64193e+06,6.78857e-02 
8.10000e+06,1.87500e+03,5.00000e-01,2.93391e+02,2.21239e+06,7.63658e+03,1.66228e+06,6.79147e-02 
8.10000e+06,1.87500e+03,6.00000e-01,2.93515e+02,2.23271e+06,7.78853e+03,1.68237e+06,6.79433e-02 
8.10000e+06,1.87500e+03,7.00000e-01,2.93637e+02,2.25277e+06,7.90614e+03,1.70220e+06,6.79716e-02 
8.10000e+06,1.87500e+03,8.00000e-01,2.93758e+02,2.27258e+06,7.99077e+03,1.72179e+06,6.79994e-02 
8.10000e+06,1.87500e+03,9.00000e-01,2.93877e+02,2.29215e+06,8.04374e+03,1.74113e+06,6.80270e-02 
8.10000e+06,1.87500e+03,1.00000e+00,2.93994e+02,2.31147e+06,8.06630e+03,1.76023e+06,6.80542e-02 
8.10000e+06,1.87500e+03,1.10000e+00,2.94110e+02,2.33055e+06,8.05967e+03,1.77909e+06,6.80810e-02 
8.10000e+06,1.87500e+03,1.20000e+00,2.94224e+02,2.34940e+06,8.02500e+03,1.79773e+06,6.81075e-02 
8.10000e+06,1.97500e+03,0.00000e+00,2.92525e+02,2.23220e+06,6.42592e+03,1.65447e+06,7.13254e-02 
8.10000e+06,1.97500e+03,1.00000e-01,2.92656e+02,2.25565e+06,6.77318e+03,1.67766e+06,7.13576e-02 
8.10000e+06,1.97500e+03,2.00000e-01,2.92786e+02,2.27880e+06,7.07832e+03,1.70054e+06,7.13893e-02 
8.10000e+06,1.97500e+03,3.00000e-01,2.92915e+02,2.30164e+06,7.34303e+03,1.72313e+06,7.14206e-02 
8.10000e+06,1.97500e+03,4.00000e-01,2.93041e+02,2.32419e+06,7.56891e+03,1.74543e+06,7.14514e-02 
8.10000e+06,1.97500e+03,5.00000e-01,2.93166e+02,2.34645e+06,7.75753e+03,1.76745e+06,7.14819e-02 
8.10000e+06,1.97500e+03,6.00000e-01,2.93290e+02,2.36843e+06,7.91036e+03,1.78918e+06,7.15120e-02 
8.10000e+06,1.97500e+03,7.00000e-01,2.93412e+02,2.39013e+06,8.02884e+03,1.81064e+06,7.15417e-02 
8.10000e+06,1.97500e+03,8.00000e-01,2.93532e+02,2.41156e+06,8.11432e+03,1.83183e+06,7.15710e-02 
8.10000e+06,1.97500e+03,9.00000e-01,2.93650e+02,2.43272e+06,8.16813e+03,1.85276e+06,7.15999e-02 
8.10000e+06,1.97500e+03,1.00000e+00,2.93768e+02,2.45361e+06,8.19153e+03,1.87342e+06,7.16285e-02 
8.10000e+06,1.97500e+03,1.10000e+00,2.93883e+02,2.47425e+06,8.18572e+03,1.89383e+06,7.16567e-02 
8.10000e+06,1.97500e+03,1.20000e+00,2.93998e+02,2.49464e+06,8.15186e+03,1.91399e+06,7.16846e-02 
8.10000e+06,2.07500e+03,0.00000e+00,2.92317e+02,2.35814e+06,6.55083e+03,1.75158e+06,7.48837e-02 
8.10000e+06,2.07500e+03,1.00000e-01,2.92448e+02,2.38339e+06,6.89900e+03,1.77656e+06,7.49173e-02 
8.10000e+06,2.07500e+03,2.00000e-01,2.92578e+02,2.40831e+06,7.20503e+03,1.80121e+06,7.49504e-02 
8.10000e+06,2.07500e+03,3.00000e-01,2.92705e+02,2.43290e+06,7.47062e+03,1.82554e+06,7.49832e-02 
8.10000e+06,2.07500e+03,4.00000e-01,2.92832e+02,2.45718e+06,7.69738e+03,1.84956e+06,7.50155e-02 
8.10000e+06,2.07500e+03,5.00000e-01,2.92956e+02,2.48115e+06,7.88685e+03,1.87327e+06,7.50474e-02 
8.10000e+06,2.07500e+03,6.00000e-01,2.93079e+02,2.50481e+06,8.04053e+03,1.89667e+06,7.50788e-02 
8.10000e+06,2.07500e+03,7.00000e-01,2.93200e+02,2.52818e+06,8.15985e+03,1.91979e+06,7.51099e-02 
8.10000e+06,2.07500e+03,8.00000e-01,2.93320e+02,2.55125e+06,8.24616e+03,1.94261e+06,7.51406e-02 
8.10000e+06,2.07500e+03,9.00000e-01,2.93438e+02,2.57403e+06,8.30079e+03,1.96515e+06,7.51708e-02 
8.10000e+06,2.07500e+03,1.00000e+00,2.93555e+02,2.59653e+06,8.32499e+03,1.98740e+06,7.52007e-02 
8.10000e+06,2.07500e+03,1.10000e+00,2.93670e+02,2.61875e+06,8.31997e+03,2.00939e+06,7.52302e-02 
8.10000e+06,2.07500e+03,1.20000e+00,2.93784e+02,2.64070e+06,8.28691e+03,2.03110e+06,7.52594e-02 
8.10000e+06,2.17500e+03,0.00000e+00,2.92124e+02,2.48447e+06,6.68634e+03,1.84910e+06,7.84406e-02 
8.10000e+06,2.17500e+03,1.00000e-01,2.92254e+02,2.51155e+06,7.03538e+03,1.87590e+06,7.84757e-02 
8.10000e+06,2.17500e+03,2.00000e-01,2.92383e+02,2.53827e+06,7.34228e+03,1.90234e+06,7.85102e-02 
8.10000e+06,2.17500e+03,3.00000e-01,2.92510e+02,2.56464e+06,7.60872e+03,1.92843e+06,7.85444e-02 
8.10000e+06,2.17500e+03,4.00000e-01,2.92635e+02,2.59068e+06,7.83633e+03,1.95420e+06,7.85780e-02 
8.10000e+06,2.17500e+03,5.00000e-01,2.92759e+02,2.61638e+06,8.02663e+03,1.97963e+06,7.86113e-02 
8.10000e+06,2.17500e+03,6.00000e-01,2.92881e+02,2.64176e+06,8.18114e+03,2.00474e+06,7.86440e-02 
8.10000e+06,2.17500e+03,7.00000e-01,2.93002e+02,2.66681e+06,8.30126e+03,2.02953e+06,7.86764e-02 
8.10000e+06,2.17500e+03,8.00000e-01,2.93121e+02,2.69155e+06,8.38837e+03,2.05401e+06,7.87084e-02 
8.10000e+06,2.17500e+03,9.00000e-01,2.93238e+02,2.71598e+06,8.44379e+03,2.07819e+06,7.87399e-02 
8.10000e+06,2.17500e+03,1.00000e+00,2.93354e+02,2.74011e+06,8.46877e+03,2.10206e+06,7.87711e-02 
8.10000e+06,2.17500e+03,1.10000e+00,2.93469e+02,2.76394e+06,8.46453e+03,2.12564e+06,7.88019e-02 
8.10000e+06,2.17500e+03,1.20000e+00,2.93582e+02,2.78747e+06,8.43223e+03,2.14893e+06,7.88322e-02 
8.10000e+06,2.27500e+03,0.00000e+00,2.91944e+02,2.61114e+06,6.83468e+03,1.94697e+06,8.19966e-02 
8.10000e+06,2.27500e+03,1.00000e-01,2.92073e+02,2.64006e+06,7.18457e+03,1.97560e+06,8.20330e-02 
8.10000e+06,2.27500e+03,2.00000e-01,2.92201e+02,2.66861e+06,7.49231e+03,2.00385e+06,8.20689e-02 
8.10000e+06,2.27500e+03,3.00000e-01,2.92327e+02,2.69679e+06,7.75958e+03,2.03175e+06,8.21043e-02 
8.10000e+06,2.27500e+03,4.00000e-01,2.92452e+02,2.72460e+06,7.98800e+03,2.05928e+06,8.21393e-02 
8.10000e+06,2.27500e+03,5.00000e-01,2.92575e+02,2.75206e+06,8.17911e+03,2.08646e+06,8.21738e-02 
8.10000e+06,2.27500e+03,6.00000e-01,2.92696e+02,2.77917e+06,8.33441e+03,2.11329e+06,8.22079e-02 
8.10000e+06,2.27500e+03,7.00000e-01,2.92816e+02,2.80594e+06,8.45533e+03,2.13978e+06,8.22415e-02 
8.10000e+06,2.27500e+03,8.00000e-01,2.92934e+02,2.83237e+06,8.54322e+03,2.16595e+06,8.22747e-02 
8.10000e+06,2.27500e+03,9.00000e-01,2.93051e+02,2.85847e+06,8.59940e+03,2.19178e+06,8.23075e-02 
8.10000e+06,2.27500e+03,1.00000e+00,2.93166e+02,2.88425e+06,8.62514e+03,2.21730e+06,8.23399e-02 
8.10000e+06,2.27500e+03,1.10000e+00,2.93280e+02,2.90971e+06,8.62165e+03,2.24250e+06,8.23718e-02 
8.10000e+06,2.27500e+03,1.20000e+00,2.93392e+02,2.93485e+06,8.59008e+03,2.26739e+06,8.24034e-02 
8.10000e+06,2.37500e+03,0.00000e+00,2.91776e+02,2.73808e+06,6.99825e+03,2.04512e+06,8.55516e-02 
8.10000e+06,2.37500e+03,1.00000e-01,2.91904e+02,2.76888e+06,7.34897e+03,2.07561e+06,8.55893e-02 
8.10000e+06,2.37500e+03,2.00000e-01,2.92031e+02,2.79928e+06,7.65753e+03,2.10571e+06,8.56265e-02 
8.10000e+06,2.37500e+03,3.00000e-01,2.92157e+02,2.82928e+06,7.92560e+03,2.13541e+06,8.56632e-02 
8.10000e+06,2.37500e+03,4.00000e-01,2.92280e+02,2.85890e+06,8.15482e+03,2.16473e+06,8.56994e-02 
8.10000e+06,2.37500e+03,5.00000e-01,2.92402e+02,2.88813e+06,8.34672e+03,2.19368e+06,8.57352e-02 
8.10000e+06,2.37500e+03,6.00000e-01,2.92522e+02,2.91700e+06,8.50279e+03,2.22226e+06,8.57705e-02 
8.10000e+06,2.37500e+03,7.00000e-01,2.92641e+02,2.94550e+06,8.62447e+03,2.25048e+06,8.58053e-02 
8.10000e+06,2.37500e+03,8.00000e-01,2.92759e+02,2.97364e+06,8.71311e+03,2.27834e+06,8.58397e-02 
8.10000e+06,2.37500e+03,9.00000e-01,2.92874e+02,3.00143e+06,8.77004e+03,2.30586e+06,8.58737e-02 
8.10000e+06,2.37500e+03,1.00000e+00,2.92989e+02,3.02888e+06,8.79652e+03,2.33303e+06,8.59072e-02 
8.10000e+06,2.37500e+03,1.10000e+00,2.93102e+02,3.05599e+06,8.79375e+03,2.35987e+06,8.59403e-02 
8.10000e+06,2.37500e+03,1.20000e+00,2.93213e+02,3.08276e+06,8.76291e+03,2.38638e+06,8.59731e-02 
8.10000e+06,2.47500e+03,0.00000e+00,2.91619e+02,2.86528e+06,7.17966e+03,2.14352e+06,8.91057e-02 
8.10000e+06,2.47500e+03,1.00000e-01,2.91746e+02,2.89797e+06,7.53119e+03,2.17590e+06,8.91447e-02 
8.10000e+06,2.47500e+03,2.00000e-01,2.91872e+02,2.93023e+06,7.84054e+03,2.20785e+06,8.91831e-02 
8.10000e+06,2.47500e+03,3.00000e-01,2.91996e+02,2.96208e+06,8.10939e+03,2.23939e+06,8.92211e-02 
8.10000e+06,2.47500e+03,4.00000e-01,2.92119e+02,2.99352e+06,8.33938e+03,2.27052e+06,8.92586e-02 
8.10000e+06,2.47500e+03,5.00000e-01,2.92240e+02,3.02455e+06,8.53204e+03,2.30126e+06,8.92955e-02 
8.10000e+06,2.47500e+03,6.00000e-01,2.92359e+02,3.05519e+06,8.68887e+03,2.33160e+06,8.93320e-02 
8.10000e+06,2.47500e+03,7.00000e-01,2.92477e+02,3.08544e+06,8.81129e+03,2.36156e+06,8.93680e-02 
8.10000e+06,2.47500e+03,8.00000e-01,2.92594e+02,3.11531e+06,8.90067e+03,2.39114e+06,8.94036e-02 
8.10000e+06,2.47500e+03,9.00000e-01,2.92708e+02,3.14481e+06,8.95833e+03,2.42036e+06,8.94387e-02 
8.10000e+06,2.47500e+03,1.00000e+00,2.92822e+02,3.17394e+06,8.98552e+03,2.44921e+06,8.94734e-02 
8.10000e+06,2.47500e+03,1.10000e+00,2.92934e+02,3.20272e+06,8.98346e+03,2.47770e+06,8.95076e-02 
8.10000e+06,2.47500e+03,1.20000e+00,2.93045e+02,3.23114e+06,8.95331e+03,2.50585e+06,8.95414e-02 
8.10000e+06,2.57500e+03,0.00000e+00,2.91472e+02,2.99271e+06,7.38171e+03,2.24217e+06,9.26592e-02 
8.10000e+06,2.57500e+03,1.00000e-01,2.91598e+02,3.02731e+06,7.73401e+03,2.27644e+06,9.26994e-02 
